gene_id	gene_name	gene_type	logFC	AveExpr	t	P.Value	adj.P.Val	B	AvgExpr_allPD	AvgExpr_allControls
ENSG00000251728.1	RF00019	misc_RNA	0,108502209849365	2,22168822468857	6,98708641415551	4,11E-12	7,43E-10	16,987462456002	2,29691219999982	2,20944495430029
ENSG00000237803.5	LINC00211	lincRNA	0,245047875848474	4,31195313295012	6,97680672606492	4,41E-12	7,83E-10	16,9440929294336	4,42375292657945	4,2172672409575
ENSG00000213462.4	ERV3-1	protein_coding	0,151186230716874	7,05637486601458	6,97746828554934	4,39E-12	7,83E-10	16,937712082877	7,10874823382005	7,0063698923931
ENSG00000188158.15	NHS	protein_coding	0,162019751406792	4,0783255543467	6,97503094519978	4,46E-12	7,85E-10	16,9353245818143	4,16164453006621	4,01080935859506
ENSG00000258082.1	AL391832.3	lincRNA	0,158647210252731	3,42869763367098	6,96652146073091	4,73E-12	8,25E-10	16,8831960700032	3,51142094216468	3,3752588631724
ENSG00000123810.7	B9D2	protein_coding	0,109123671709437	4,03015044269144	6,95030457044318	5,29E-12	9,10E-10	16,7720586102542	4,07534971992913	4,00346490097764
ENSG00000186205.12	MARC1	protein_coding	0,204779974167954	5,78986889776367	6,94961517888165	5,32E-12	9,10E-10	16,7478263250766	5,89650173596277	5,68921887127054
ENSG00000103707.9	MTFMT	protein_coding	0,0721555025165257	4,49880300410798	6,94363563794951	5,54E-12	9,40E-10	16,7206615004859	4,53110994766679	4,48008439793008
ENSG00000160179.18	ABCG1	protein_coding	0,223201197507719	5,4906722072895	6,93719191138098	5,79E-12	9,74E-10	16,665930637318	5,61406349776506	5,37485627613997
ENSG00000279838.1	AL356273.3	TEC	0,0968494513257729	3,88413269920234	6,93316409485183	5,95E-12	9,92E-10	16,6593218225583	3,93545949231929	3,85341472606381
ENSG00000066027.11	PPP2R5A	protein_coding	0,119588583936639	7,43225888766365	6,93170688485175	6,01E-12	9,93E-10	16,6372747351187	7,48686228393548	7,3794731617477
ENSG00000179299.16	NSUN7	protein_coding	0,197393485414906	3,8449392280477	6,92382960282596	6,35E-12	1,04E-09	16,5978595569209	3,9485407917482	3,76416135862262
ENSG00000170871.11	KIAA0232	protein_coding	0,115517238711683	7,93186723142852	6,92057860253393	6,49E-12	1,05E-09	16,5673501790371	7,97724098042596	7,88773204505746
ENSG00000075340.22	ADD2	protein_coding	-0,157901560946637	3,60202418941009	-6,91733933719313	6,64E-12	1,06E-09	16,5576468032643	3,53004811597873	3,70112816451546
ENSG00000142046.14	TMEM91	protein_coding	0,14067019392193	4,93205201117769	6,91712961324002	6,65E-12	1,06E-09	16,5395163442777	4,99506069980774	4,87945415078139
ENSG00000067082.14	KLF6	protein_coding	0,0963869480758861	8,50351121893398	6,90855099630572	7,05E-12	1,12E-09	16,4914252531702	8,54113725421326	8,46672551020539
ENSG00000248323.6	LUCAT1	antisense	0,183050002578527	9,01262436854223	6,89905947422137	7,52E-12	1,18E-09	16,4322796282377	9,09274149229984	8,93313881036047
ENSG00000174574.15	AKIRIN1	protein_coding	0,0622930814005551	6,86785983966921	6,89319255909229	7,83E-12	1,22E-09	16,3787427829853	6,88159592624328	6,85675598815644
ENSG00000218809.1	AL391903.1	unprocessed_pseudogene	0,191882188116926	4,02067172645994	6,88901144828212	8,06E-12	1,24E-09	16,3661906468253	4,11455421812599	3,94374940841072
ENSG00000187097.12	ENTPD5	protein_coding	-0,126053487484406	4,41175338995607	-6,88380055479903	8,35E-12	1,27E-09	16,3258077108875	4,3619780238602	4,47631397675112
ENSG00000174007.7	CEP19	protein_coding	0,16430958762938	5,04153570403543	6,88417666094094	8,33E-12	1,27E-09	16,3222749642246	5,1029593253199	4,98991002421572
ENSG00000142405.21	NLRP12	protein_coding	0,157994771002262	7,7707919815547	6,8789592830799	8,63E-12	1,30E-09	16,2908384407778	7,84218811761532	7,70086102435799
ENSG00000155111.14	CDK19	protein_coding	0,114010617119027	6,65662900369931	6,87441096061619	8,90E-12	1,33E-09	16,2537720803326	6,70786788756351	6,60844499802135
ENSG00000230257.2	NFE4	protein_coding	0,235394976607518	3,27657315606227	6,86550591399254	9,45E-12	1,40E-09	16,2183110734798	3,39876385652663	3,18623958586659
ENSG00000197329.11	PELI1	protein_coding	0,138340863766132	8,62268998970536	6,85753694807749	9,98E-12	1,47E-09	16,1573895963551	8,67331237271334	8,5728541801497
ENSG00000124731.12	TREM1	protein_coding	0,186260723534167	8,05053627504535	6,84674988073314	1,07E-11	1,56E-09	16,081315290589	8,12037327644488	7,98190509168149
ENSG00000259642.2	ST20-AS1	antisense	0,13409486682952	3,35648143362418	6,84415073580292	1,09E-11	1,56E-09	16,0799656997468	3,43129207886324	3,31256468914883
ENSG00000138442.9	WDR12	protein_coding	-0,0676059055164097	4,24521706274408	-6,84416359458537	1,09E-11	1,56E-09	16,0685518137142	4,21664579881256	4,28996705092675
ENSG00000186529.15	CYP4F3	protein_coding	0,219892905077091	7,94082430334896	6,84461623122865	1,09E-11	1,56E-09	16,0671518855254	8,0555575219257	7,82746902540514
ENSG00000204438.10	GPANK1	protein_coding	0,066793559478806	4,86956945234071	6,83489034908234	1,16E-11	1,65E-09	16,0008403325092	4,89566382156629	4,85396968510325
ENSG00000279491.1	AP003733.4	TEC	0,118775502547413	3,43615161843987	6,831891188135	1,19E-11	1,67E-09	16,0003247572308	3,49522429485842	3,40614030929887
ENSG00000112303.13	VNN2	protein_coding	0,206530532750024	9,51148604421987	6,83096138008201	1,20E-11	1,67E-09	15,9892807642893	9,59246719365843	9,43095243951255
ENSG00000160588.9	MPZL3	protein_coding	0,148768401643207	7,63193328789458	6,82324075130787	1,26E-11	1,75E-09	15,926371467174	7,69097931611147	7,57446548778096
ENSG00000165175.15	MID1IP1	protein_coding	0,124379131371392	6,82178139841314	6,81978277890264	1,29E-11	1,77E-09	15,8979572247465	6,8782593229732	6,7680638113186
ENSG00000169902.14	TPST1	protein_coding	0,261829358162514	4,30542131449628	6,81550105494391	1,33E-11	1,80E-09	15,882754486	4,44699376814649	4,18134391464422
ENSG00000120254.15	MTHFD1L	protein_coding	-0,129259153113463	2,45354770819025	-6,80400228199514	1,43E-11	1,93E-09	15,8143094312308	2,44283440015846	2,52409121702634
ENSG00000256706.1	AC005342.2	antisense	0,160182688921336	1,78078815908583	6,81783401200842	1,31E-11	1,79E-09	15,7875380118146	1,89264510917331	1,76086585837876
ENSG00000198736.11	MSRB1	protein_coding	0,158216352106742	7,18876542582345	6,80007059210175	1,47E-11	1,97E-09	15,7697190176503	7,25226911425813	7,12745824801862
ENSG00000222365.1	SNORD12B	snoRNA	0,148606089470429	2,62795676547716	6,79253495318501	1,55E-11	2,04E-09	15,7353070685816	2,72032252478019	2,58359080424774
ENSG00000105393.15	BABAM1	protein_coding	-0,141553158223312	4,9188495665472	-6,79270470265326	1,55E-11	2,04E-09	15,7266014404732	4,85013427220082	4,99815805737365
ENSG00000116741.7	RGS2	protein_coding	0,196737839006804	9,10602109921967	6,78707766083882	1,61E-11	2,09E-09	15,7014155175958	9,17931620439293	9,033269264158
ENSG00000117410.13	ATP6V0B	protein_coding	0,116627461714722	7,66638115487811	6,78857513889535	1,59E-11	2,09E-09	15,6996892752955	7,70900879897161	7,62527527790938
ENSG00000214293.8	APTR	lincRNA	0,109600309763669	3,08149711978333	6,76212605503877	1,90E-11	2,42E-09	15,5488507391432	3,13993601429203	3,05653888808453
ENSG00000169891.17	REPS2	protein_coding	0,183615441483926	7,01848139693232	6,76294199236351	1,89E-11	2,42E-09	15,5295105023267	7,10602440637931	6,9334102407112
ENSG00000260078.3	AC007342.3	transcribed_unprocessed_pseudogene	0,191965648008852	5,29291485414947	6,76075398484704	1,92E-11	2,43E-09	15,5136149220251	5,37340410172792	5,22083729607018
ENSG00000113303.11	BTNL8	protein_coding	0,203338643509527	4,93811448863372	6,75901957930542	1,94E-11	2,44E-09	15,5068817207483	5,02754862788974	4,85944870375515
ENSG00000205531.12	NAP1L4	protein_coding	-0,0647050620580111	7,87253170194193	-6,75217977435797	2,03E-11	2,54E-09	15,4672711622718	7,82179649063891	7,92457074317631
ENSG00000173559.12	NABP1	protein_coding	0,146744978120798	9,76230088364432	6,74877400084277	2,08E-11	2,57E-09	15,4586968947886	9,81784742702522	9,70711869433254
ENSG00000209042.1	SNORD12C	snoRNA	0,170065578785118	1,57705558301784	6,76413545523592	1,88E-11	2,42E-09	15,4429335153631	1,68868844108423	1,56943542601936
ENSG00000258922.1	AC106028.2	sense_intronic	0,155191478611049	1,71736761368305	6,74837125167565	2,09E-11	2,57E-09	15,3906466104449	1,81295098778399	1,71484240766692
ENSG00000243660.9	ZNF487	protein_coding	0,1076996628511	4,23202236455358	6,7242390554354	2,45E-11	3,00E-09	15,2925810136072	4,28488908650303	4,19569916520804
ENSG00000165115.14	KIF27	protein_coding	0,164230415510505	5,60589408722285	6,72348295132497	2,46E-11	3,00E-09	15,2706395865441	5,68358037762232	5,53477183967858
ENSG00000277687.1	AL139407.1	sense_intronic	0,12801921963543	3,87222636991615	6,71539147588854	2,60E-11	3,13E-09	15,2420274213206	3,93695567521627	3,82573893675122
ENSG00000148841.16	ITPRIP	protein_coding	0,150961886805743	7,17246036354463	6,71740995025593	2,56E-11	3,10E-09	15,2349885142418	7,24727976457724	7,09984768655953
ENSG00000104549.11	SQLE	protein_coding	-0,125315531474419	3,15572028321962	-6,70399479616142	2,80E-11	3,35E-09	15,1770246884417	3,11170443909097	3,23161341320238
ENSG00000224152.1	AC009506.1	antisense	0,1841251285484	3,31267538723294	6,69001469040995	3,08E-11	3,61E-09	15,0876406894435	3,39844060439268	3,25980458743943
ENSG00000180953.11	ST20	protein_coding	0,162121410804534	5,12812488051111	6,69254933048796	3,03E-11	3,59E-09	15,0753287413034	5,19997610847759	5,06514547108541
ENSG00000165046.12	LETM2	protein_coding	0,141536214422284	3,27727455895102	6,68727163202624	3,13E-11	3,63E-09	15,0700515106575	3,3620751228015	3,22550638117278
